"","X","DR.NUMBER","DATE.REPORTED","DATE.OCCURRED","TIME.OCCURRED","AREA.ID","AREA.NAME","REPORTING.DISTRICT","CRIME.CODE","CRIME.CODE.DESCRIPTION","crime.type.record","level.detail","MO.CODES","VICTIM.AGE","VICTIM.SEX","VICTIM.DESCENT","PREMISE.CODE","PREMISE.DESCRIPTION","WEAPON.USED.CODE","WEAPON.DESCRIPTION","STATUS.CODE","STATUS.DESCRIPTION","CRIME.CODE.1","CRIME.CODE.2","CRIME.CODE.3","CRIME.CODE.4","ADDRESS","CROSS.STREET","LOCATION","LATITUDE","LONGITUDE","geometry","index_right","CT10","GEOID10","LABEL","OBJECTID","Shape_STAr","Shape_STLe","X_Center","Y_Center","year","month","day","day_of_week","duration"
"2142",2142,171911172,2017-05-08,2017-05-07,1125,19,"Mission",1918,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","Intimate partner assault","Aggravated","0334 2000 1218",31,"F","H",102,"SIDEWALK",215,"MACHETE","AO","Adult Other",236,NA,NA,NA,"13400    FOOTHILL                     BL","","(34.3034, -118.4257)",34.3034,-118.4257,"POINT (-118.4257 34.3034)",1366,106114,6037106114,1061.14,1368,10919272.73,17201.08835,6432714,1932824,2017,5,7,"Monday",1
"2143",2143,161324678,2016-12-14,2016-12-14,1030,13,"Newton",1385,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 1822 0445 0449 0416 0417",45,"M","H",101,"STREET",308,"STICK","IC","Invest Cont",230,NA,NA,NA,"61ST","SAN PEDRO","(33.9843, -118.2674)",33.9843,-118.2674,"POINT (-118.2674 33.9843)",1085,239202,6037239202,2392.02,1087,13730783.3,15869.48976,6481338,1817276,2016,12,14,"Thursday",0
"2144",2144,160327317,2016-12-15,2016-12-15,700,3,"Southwest",312,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","Threats","No weapon","1419 1407 1218 1822 0443 1309",27,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT","IC","Invest Cont",930,998,NA,NA,"2900 S  CLOVERDALE                   AV","","(34.0274, -118.3594)",34.0274,-118.3594,"POINT (-118.3594 34.0274)",662,219901,6037219901,2199.01,664,5649864.41,10076.12325,6452431,1833400,2016,12,15,"Friday",0
"2145",2145,160601592,2016-12-16,2016-12-15,1000,6,"Hollywood",676,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","0400 0416 1414 2000 1218",33,"F","W",122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"700    VINE                         ST","","(34.0835, -118.3266)",34.0835,-118.3266,"POINT (-118.3266 34.0835)",1429,191820,6037191820,1918.2,1431,4356427.206,9240.100929,6462440,1853585,2016,12,15,"Friday",1
"2146",2146,170615564,2017-07-15,2017-07-13,2200,6,"Hollywood",676,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","0400 0447 1814 2004 1218 2002",51,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",626,NA,NA,NA,"5600    CAMERFORD","","(34.0844, -118.3233)",34.0844,-118.3233,"POINT (-118.3233 34.0844)",1429,191820,6037191820,1918.2,1431,4356427.206,9240.100929,6462440,1853585,2017,7,13,"Friday",2
"2147",2147,170616346,2017-07-27,2017-07-26,2100,6,"Hollywood",676,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0400 1218 0411 1309",32,"M","B",102,"SIDEWALK",218,"OTHER CUTTING INSTRUMENT","IC","Invest Cont",230,NA,NA,NA,"800    COLE                         AV","","(34.0853, -118.3299)",34.0853,-118.3299,"POINT (-118.3299 34.0853)",1429,191820,6037191820,1918.2,1431,4356427.206,9240.100929,6462440,1853585,2017,7,26,"Thursday",1
"2148",2148,170618673,2017-08-31,2017-08-30,1850,6,"Hollywood",676,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","Threats","No weapon","1218 1814 0400 0432 0421 2000 2004",47,"F","W",102,"SIDEWALK",511,"VERBAL THREAT","AO","Adult Other",930,NA,NA,NA,"WILLOUGHBY","LILLIAN","(34.0871, -118.3277)",34.0871,-118.3277,"POINT (-118.3277 34.0871)",1429,191820,6037191820,1918.2,1431,4356427.206,9240.100929,6462440,1853585,2017,8,30,"Thursday",1
"2149",2149,161523189,2016-12-15,2016-12-15,1410,15,"N Hollywood",1585,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0416 2004 0447 1218 2006 0913 1223",37,"M","H",116,"OTHER/OUTSIDE",306,"ROCK/THROWN OBJECT","AO","Adult Other",230,NA,NA,NA,"TUJUNGA                      AV","VENTURA                      BL","(34.1408, -118.379)",34.1408,-118.379,"POINT (-118.379 34.1408)",1591,143602,6037143602,1436.02,1593,13118426.06,16731.16053,6444419,1875418,2016,12,15,"Friday",0
"2150",2150,171517256,2017-08-19,2017-08-19,1630,15,"N Hollywood",1583,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","Theft","","1300 1606 0344 1218",25,"F","H",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"CARPENTER","VENTURA","(34.1432, -118.3905)",34.1432,-118.3905,"POINT (-118.3905 34.1432)",1591,143602,6037143602,1436.02,1593,13118426.06,16731.16053,6444419,1875418,2017,8,19,"Sunday",0
"2151",2151,161120725,2016-12-16,2016-12-16,715,11,"Northeast",1132,110,"CRIMINAL HOMICIDE","Homicide","","0411 1402 2004 1218 0400",48,"M","W",102,"SIDEWALK",223,"UNKNOWN TYPE CUTTING INSTRUMENT","AA","Adult Arrest",110,998,NA,NA,"3000    RIVERSIDE                    DR","","(34.1119, -118.2665)",34.1119,-118.2665,"POINT (-118.2665 34.1119)",1472,188201,6037188201,1882.01,1474,8356460.605,17047.44731,6479258,1863193,2016,12,16,"Saturday",0
"2152",2152,171113653,2017-07-16,2017-07-14,2200,11,"Northeast",1132,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","1218 0344",43,"M","W",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"LA PAZ                       DR","HYPERION","(34.1097, -118.2709)",34.1097,-118.2709,"POINT (-118.2709 34.1097)",1472,188201,6037188201,1882.01,1474,8356460.605,17047.44731,6479258,1863193,2017,7,14,"Saturday",2
"2153",2153,162120896,2016-12-17,2016-12-17,200,21,"Topanga",2136,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","2000 0429 1243 1218 1300",56,"F","H",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"7200    VARIEL                       AV","","(34.2047, -118.5994)",34.2047,-118.5994,"POINT (-118.5994 34.2047)",301,134522,6037134522,1345.22,302,6622638.705,10276.04113,6379732,1897412,2016,12,17,"Sunday",0
"2154",2154,160418908,2016-12-17,2016-12-17,1215,4,"Hollenbeck",422,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","1218 0344",40,"M","H",101,"STREET",NA,"","IC","Invest Cont",440,NA,NA,NA,"DALY                         ST","MANITOU                      AV","(34.0736, -118.2156)",34.0736,-118.2156,"POINT (-118.2156 34.0736)",1615,199800,6037199800,1998,1617,7009968.584,10760.55326,6497966,1848162,2016,12,17,"Sunday",0
"2155",2155,170405310,2017-01-31,2017-01-31,2020,4,"Hollenbeck",415,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","Vandalism","Misdemeanor","0329 1218",62,"M","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",745,NA,NA,NA,"JOHNSTON","BROADWAY","(34.0737, -118.2104)",34.0737,-118.2104,"POINT (-118.2104 34.0737)",1615,199800,6037199800,1998,1617,7009968.584,10760.55326,6497966,1848162,2017,1,31,"Wednesday",0
"2156",2156,170405439,2017-02-03,2017-02-03,700,4,"Hollenbeck",421,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1402 0411 2004 1218 0329",58,"M","W",101,"STREET",204,"FOLDING KNIFE","AO","Adult Other",230,998,NA,NA,"DALY","MANITOU","(34.0736, -118.2156)",34.0736,-118.2156,"POINT (-118.2156 34.0736)",1615,199800,6037199800,1998,1617,7009968.584,10760.55326,6497966,1848162,2017,2,3,"Saturday",0
"2157",2157,160625266,2016-12-17,2016-12-17,320,6,"Hollywood",646,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1100 0400 0302 1218 0416 0319 0430 0906",27,"M","H",102,"SIDEWALK",102,"HAND GUN","IC","Invest Cont",230,NA,NA,NA,"6600 W  SUNSET                       BL","","(34.098, -118.3332)",34.098,-118.3332,"POINT (-118.3332 34.098)",1558,190700,6037190700,1907,1560,6915637.925,12502.81245,6460650,1858455,2016,12,17,"Sunday",0
"2158",2158,170605401,2017-01-25,2017-01-25,2310,6,"Hollywood",646,761,"BRANDISH WEAPON","Threats","Weapon shown","1402 0421 1218 2004 0334",26,"M","B",101,"STREET",200,"KNIFE WITH BLADE 6INCHES OR LESS","AO","Adult Other",761,930,998,NA,"LELAND","MC CADDEN","(34.0967, -118.338)",34.0967,-118.338,"POINT (-118.338 34.0967)",1558,190700,6037190700,1907,1560,6915637.925,12502.81245,6460650,1858455,2017,1,25,"Thursday",0
"2159",2159,170616186,2017-07-24,2017-05-23,2300,6,"Hollywood",646,220,"ATTEMPTED ROBBERY","Robbery","Attempt","0400 0417 1218 0355 2034",46,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",220,NA,NA,NA,"SELMA","LAS PALMAS","(34.0997, -118.3363)",34.0997,-118.3363,"POINT (-118.3363 34.0997)",1558,190700,6037190700,1907,1560,6915637.925,12502.81245,6460650,1858455,2017,5,23,"Wednesday",62
"2160",2160,170616160,2017-07-23,2017-07-23,1500,6,"Hollywood",646,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","0400 0416 1813 1814 2000 0401 0429 2004 1218",20,"M","O",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"DE LONGPRE","JUNE","(34.0962, -118.3342)",34.0962,-118.3342,"POINT (-118.3342 34.0962)",1558,190700,6037190700,1907,1560,6915637.925,12502.81245,6460650,1858455,2017,7,23,"Monday",0
"2161",2161,170616687,2017-07-31,2017-07-31,1115,6,"Hollywood",646,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 2004 1218",47,"M","W",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",440,NA,NA,NA,"6600    SELMA                        AV","","(34.0998, -118.3334)",34.0998,-118.3334,"POINT (-118.3334 34.0998)",1558,190700,6037190700,1907,1560,6915637.925,12502.81245,6460650,1858455,2017,7,31,"Tuesday",0
"2162",2162,170617787,2017-08-16,2017-08-15,1900,6,"Hollywood",666,624,"BATTERY - SIMPLE ASSAULT","Battery","","0400 1218",43,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6400 W  SUNSET                       BL","","(34.098, -118.3287)",34.098,-118.3287,"POINT (-118.3287 34.098)",1558,190700,6037190700,1907,1560,6915637.925,12502.81245,6460650,1858455,2017,8,15,"Wednesday",1
"2163",2163,170618684,2017-08-30,2017-08-23,900,6,"Hollywood",646,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","1202 0910 2034 0344 1218",65,"F","W",910,"",NA,"","IC","Invest Cont",440,NA,NA,NA,"HOLLYWOOD","VINE","(34.1016, -118.3267)",34.1016,-118.3267,"POINT (-118.3267 34.1016)",1558,190700,6037190700,1907,1560,6915637.925,12502.81245,6460650,1858455,2017,8,23,"Thursday",7
"2164",2164,170618397,2017-08-26,2017-08-26,1220,6,"Hollywood",666,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","2004 1218 0416",33,"M","W",102,"SIDEWALK",308,"STICK","IC","Invest Cont",230,NA,NA,NA,"SUNSET","VINE","(34.098, -118.3267)",34.098,-118.3267,"POINT (-118.3267 34.098)",1558,190700,6037190700,1907,1560,6915637.925,12502.81245,6460650,1858455,2017,8,26,"Sunday",0
"2165",2165,160625314,2016-12-18,2016-12-17,2045,6,"Hollywood",645,888,"TRESPASSING","Trespassing","","0601 1218",NA,"M","W",203,"OTHER BUSINESS",515,"PHYSICAL PRESENCE","IC","Invest Cont",888,NA,NA,NA,"6800    HOLLYWOOD                    BL","","(34.1016, -118.3387)",34.1016,-118.3387,"POINT (-118.3387 34.1016)",1404,190100,6037190100,1901,1406,6464671.434,11009.19663,6458222,1858763,2016,12,17,"Sunday",1
"2166",2166,160601650,2017-01-01,2016-12-31,345,6,"Hollywood",645,210,"ROBBERY","Robbery","","0400 0416 0344 0429 2004 1218 1402",52,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",210,998,NA,NA,"SELMA                        AV","HIGHLAND                     AV","(34.1006, -118.3417)",34.1006,-118.3417,"POINT (-118.3417 34.1006)",1404,190100,6037190100,1901,1406,6464671.434,11009.19663,6458222,1858763,2016,12,31,"Sunday",1
"2167",2167,170608763,2017-03-21,2017-03-19,1430,6,"Hollywood",645,624,"BATTERY - SIMPLE ASSAULT","Battery","","0400 0416 0356 2004 1218",28,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"7000    HOLLYWOOD                    BL","","(34.1016, -118.3417)",34.1016,-118.3417,"POINT (-118.3417 34.1016)",1404,190100,6037190100,1901,1406,6464671.434,11009.19663,6458222,1858763,2017,3,19,"Monday",2
"2168",2168,170609011,2017-03-26,2017-03-25,1925,6,"Hollywood",645,210,"ROBBERY","Robbery","","0400 0432 0334 0337 0913 2004 1218",29,"M","W",727,"SHOPPING MALL (COMMON AREA)",200,"KNIFE WITH BLADE 6INCHES OR LESS","AO","Adult Other",210,NA,NA,NA,"6800    HOLLYWOOD                    BL","","(34.1016, -118.3387)",34.1016,-118.3387,"POINT (-118.3387 34.1016)",1404,190100,6037190100,1901,1406,6464671.434,11009.19663,6458222,1858763,2017,3,25,"Sunday",1
"2169",2169,170613182,2017-06-03,2017-06-02,2300,6,"Hollywood",645,330,"BURGLARY FROM VEHICLE","Burglary","","1609 0344 1218",27,"M","W",108,"PARKING LOT",NA,"","AO","Adult Other",330,NA,NA,NA,"SUNSET","ORANGE","(34.098, -118.3425)",34.098,-118.3425,"POINT (-118.3425 34.098)",1404,190100,6037190100,1901,1406,6464671.434,11009.19663,6458222,1858763,2017,6,2,"Saturday",1
"2170",2170,170618005,2017-08-19,2017-08-18,2340,6,"Hollywood",645,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0400 0416 1218 1414",28,"M","A",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",230,NA,NA,NA,"HOLLYWOOD                    BL","HIGHLAND","(34.1016, -118.3387)",34.1016,-118.3387,"POINT (-118.3387 34.1016)",1404,190100,6037190100,1901,1406,6464671.434,11009.19663,6458222,1858763,2017,8,18,"Saturday",1
"2171",2171,161523311,2016-12-18,2016-12-17,930,15,"N Hollywood",1545,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","Intimate partner assault","Aggravated","2000 1402 2004 1814 0913 0416 0417 0408 1218",57,"F","W",509,"MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",236,998,NA,NA,"CHANDLER                     BL","LAUREL CANYON                BL","(34.1684, -118.3965)",34.1684,-118.3965,"POINT (-118.3965 34.1684)",1557,125100,6037125100,1251,1559,13977985.24,15859.49071,6443047,1882617,2016,12,17,"Sunday",1
"2172",2172,171507731,2017-03-01,2017-03-01,1220,15,"N Hollywood",1543,624,"BATTERY - SIMPLE ASSAULT","Battery","","1218 0416 0417 0421",29,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"LAUREL CANYON","CHANDLER","(34.1687, -118.3965)",34.1687,-118.3965,"POINT (-118.3965 34.1687)",1557,125100,6037125100,1251,1559,13977985.24,15859.49071,6443047,1882617,2017,3,1,"Thursday",0
"2173",2173,160327485,2016-12-18,2016-12-18,1145,3,"Southwest",334,210,"ROBBERY","Robbery","","0344 1218 0448 0346",25,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",210,NA,NA,NA,"W  36TH                         ST","10TH                         AV","(34.023, -118.3283)",34.023,-118.3283,"POINT (-118.3283 34.023)",700,219020,6037219020,2190.2,702,7819932.024,11239.45448,6463890,1830621,2016,12,18,"Monday",0
"2174",2174,160820152,2016-12-19,2016-12-19,900,8,"West LA",851,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","1218 0344 0325",58,"M","B",402,"MARKET",NA,"","IC","Invest Cont",440,NA,NA,NA,"12200    SANTA MONICA                 BL","","(34.0401, -118.4644)",34.0401,-118.4644,"POINT (-118.4644 34.0401)",588,267402,6037267402,2674.02,589,4615994.145,8843.514746,6420627,1838109,2016,12,19,"Tuesday",0
"2175",2175,160327595,2016-12-20,2016-12-20,215,3,"Southwest",328,210,"ROBBERY","Robbery","","0334 0344 1402 1218 2004 1414 0906",44,"M","W",102,"SIDEWALK",204,"FOLDING KNIFE","AA","Adult Arrest",210,NA,NA,NA,"W  28TH                         ST","S  FIGUEROA                     ST","(34.0261, -118.2773)",34.0261,-118.2773,"POINT (-118.2773 34.0261)",762,224700,6037224700,2247,764,6843922.786,10813.49201,6476820,1832050,2016,12,20,"Wednesday",0
"2176",2176,160922144,2016-12-21,2016-12-21,150,9,"Van Nuys",943,624,"BATTERY - SIMPLE ASSAULT","Battery","","0416 1218",20,"M","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"HAZELTINE                    AV","VAN NUYS                     BL","(34.1747, -118.4442)",34.1747,-118.4442,"POINT (-118.4442 34.1747)",611,128500,6037128500,1285,613,10481214.35,13224.65664,6427260,1884656,2016,12,21,"Thursday",0
"2177",2177,170900561,2017-02-02,2017-02-02,2000,9,"Van Nuys",943,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1402 0416 1218 1414 1822",44,"F","H",108,"PARKING LOT",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",230,998,NA,NA,"14400    BURBANK                      BL","","(34.1721, -118.4463)",34.1721,-118.4463,"POINT (-118.4463 34.1721)",611,128500,6037128500,1285,613,10481214.35,13224.65664,6427260,1884656,2017,2,2,"Friday",0
"2178",2178,170900567,2017-02-02,2017-02-02,2000,9,"Van Nuys",943,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0416 1218 1414 1402 1822",39,"M","H",108,"PARKING LOT",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",230,NA,NA,NA,"14400    BURBANK                      BL","","(34.1721, -118.4463)",34.1721,-118.4463,"POINT (-118.4463 34.1721)",611,128500,6037128500,1285,613,10481214.35,13224.65664,6427260,1884656,2017,2,2,"Friday",0
"2179",2179,170915241,2017-08-06,2017-08-06,1830,9,"Van Nuys",946,860,"BATTERY WITH SEXUAL CONTACT","Battery","","0510 1218",48,"F","H",103,"ALLEY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",860,NA,NA,NA,"HAZELTINE                    AV","BURBANK                      BL","(34.1721, -118.44)",34.1721,-118.44,"POINT (-118.44 34.1721)",611,128500,6037128500,1285,613,10481214.35,13224.65664,6427260,1884656,2017,8,6,"Monday",0
"2180",2180,160520461,2016-12-23,2016-12-23,1415,5,"Harbor",557,624,"BATTERY - SIMPLE ASSAULT","Battery","","0416 1202 1218",69,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6TH","PACIFIC","(33.7388, -118.2879)",33.7388,-118.2879,"POINT (-118.2879 33.7388)",43,296220,6037296220,2962.2,44,5774281.271,9598.060293,6475387,1728258,2016,12,23,"Saturday",0
"2181",2181,170509203,2017-04-23,2017-04-23,1020,5,"Harbor",558,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","0400 0444 1218 1814 2000 2004",29,"F","H",109,"PARK/PLAYGROUND",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",626,NA,NA,NA,"HARBOR","6TH","(33.7388, -118.2799)",33.7388,-118.2799,"POINT (-118.2799 33.7388)",43,296220,6037296220,2962.2,44,5774281.271,9598.060293,6475387,1728258,2017,4,23,"Monday",0
"2182",2182,170510156,2017-05-13,2017-05-13,330,5,"Harbor",564,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 1218",38,"F","W",101,"STREET",NA,"","IC","Invest Cont",440,NA,NA,NA,"6TH                          ST","MESA                         ST","(33.7388, -118.2857)",33.7388,-118.2857,"POINT (-118.2857 33.7388)",43,296220,6037296220,2962.2,44,5774281.271,9598.060293,6475387,1728258,2017,5,13,"Sunday",0
"2183",2183,161923978,2016-12-23,2016-12-23,1011,19,"Mission",1966,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0416 1402 2004 1218 0334 0445 0429",31,"M","H",203,"OTHER BUSINESS",304,"CLUB/BAT","AA","Adult Arrest",230,998,NA,NA,"VAN NUYS                     BL","PLUMMER                      AV","(34.2427, -118.4502)",34.2427,-118.4502,"POINT (-118.4502 34.2427)",515,119310,6037119310,1193.1,516,4616052.56,10046.09938,6425519,1911990,2016,12,23,"Saturday",0
"2184",2184,161617811,2016-12-24,2016-12-24,1040,16,"Foothill",1663,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","Theft","","1218 2004 0344 0913",21,"M","H",110,"FREEWAY",NA,"","IC","Invest Cont",341,NA,NA,NA,"GOLDEN STATE                 FY","SHELDON","(34.2386, -118.402)",34.2386,-118.402,"POINT (-118.402 34.2386)",1572,121210,6037121210,1212.1,1574,21902587.96,18432.10319,6439362,1909754,2016,12,24,"Sunday",0
"2185",2185,171606577,2017-03-04,2017-03-04,140,16,"Foothill",1663,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1822 1218 0445 1309 0416",55,"M","H",101,"STREET",302,"BLUNT INSTRUMENT","IC","Invest Cont",230,NA,NA,NA,"SAN FERNANDO","BRANFORD","(34.2482, -118.4032)",34.2482,-118.4032,"POINT (-118.4032 34.2482)",1572,121210,6037121210,1212.1,1574,21902587.96,18432.10319,6439362,1909754,2017,3,4,"Sunday",0
"2186",2186,162101402,2016-12-24,2016-12-24,1255,21,"Topanga",2146,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0913 0444 0429 1218 2004",NA,"M","H",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",230,NA,NA,NA,"7100    ALABAMA                      AV","","(34.1993, -118.599)",34.1993,-118.599,"POINT (-118.599 34.1993)",419,134520,6037134520,1345.2,420,10410480.77,13162.39828,6380438,1894757,2016,12,24,"Sunday",0
"2187",2187,172113053,2017-06-29,2017-06-29,1540,21,"Topanga",2146,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 2004 1822 0416",44,"M","W",101,"STREET",302,"BLUNT INSTRUMENT","IC","Invest Cont",230,NA,NA,NA,"6900    ETON                         AV","","(34.1956, -118.5955)",34.1956,-118.5955,"POINT (-118.5955 34.1956)",419,134520,6037134520,1345.2,420,10410480.77,13162.39828,6380438,1894757,2017,6,29,"Friday",0
"2188",2188,172116108,2017-08-29,2017-08-29,1020,21,"Topanga",2136,624,"BATTERY - SIMPLE ASSAULT","Battery","","1218 0444",54,"M","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"SHERMAN                      WY","CANOGA","(34.201, -118.5977)",34.201,-118.5977,"POINT (-118.5977 34.201)",419,134520,6037134520,1345.2,420,10410480.77,13162.39828,6380438,1894757,2017,8,29,"Wednesday",0
"2189",2189,160625678,2016-12-25,2016-12-25,530,6,"Hollywood",666,121,"RAPE, FORCIBLE","Rape","Forcible","0500 1402 1218",43,"F","W",806,"REDLINE (SUBWAY TRAIN)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,NA,NA,NA,"1300    WILCOX                       AV","","(34.0944, -118.331)",34.0944,-118.331,"POINT (-118.331 34.0944)",1450,190802,6037190802,1908.02,1452,5239312.157,9249.700017,6461782,1856886,2016,12,25,"Monday",0
"2190",2190,160601666,2016-12-30,2016-12-29,1500,6,"Hollywood",666,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","1218",41,"M","H",101,"STREET",NA,"","IC","Invest Cont",440,NA,NA,NA,"1300    WILCOX                       AV","","(34.0944, -118.331)",34.0944,-118.331,"POINT (-118.331 34.0944)",1450,190802,6037190802,1908.02,1452,5239312.157,9249.700017,6461782,1856886,2016,12,29,"Friday",1
